Analyzed file:	D:\пешики\00022.MTS
Frame №	347 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [99 x 199 from (80, 99)]
+Object's №: 1
 Coordinate: [81 x 163 from (198, 270)]
Frame №	348 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [94 x 187 from (82, 108)]
+Object's №: 1
 Coordinate: [83 x 167 from (195, 262)]
Frame №	349 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [94 x 187 from (80, 111)]
+Object's №: 1
 Coordinate: [83 x 166 from (196, 260)]
Frame №	350 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [92 x 184 from (78, 115)]
+Object's №: 1
 Coordinate: [90 x 180 from (191, 243)]
Frame №	351 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [92 x 184 from (76, 118)]
+Object's №: 1
 Coordinate: [88 x 176 from (192, 241)]
Frame №	352 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [90 x 180 from (75, 124)]
+Object's №: 1
 Coordinate: [81 x 162 from (197, 256)]
Frame №	353 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [90 x 180 from (73, 127)]
+Object's №: 1
 Coordinate: [82 x 165 from (196, 258)]
Frame №	354 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [90 x 180 from (71, 130)]
+Object's №: 1
 Coordinate: [84 x 169 from (196, 257)]
Frame №	355 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [90 x 180 from (69, 133)]
+Object's №: 1
 Coordinate: [77 x 154 from (199, 267)]
+Object's №: 2
 Coordinate: [84 x 168 from (124, 258)]
Frame №	356 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [87 x 174 from (72, 132)]
+Object's №: 1
 Coordinate: [83 x 165 from (198, 254)]
+Object's №: 2
 Coordinate: [80 x 160 from (128, 258)]
Frame №	357 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [92 x 183 from (67, 131)]
+Object's №: 1
 Coordinate: [78 x 156 from (197, 252)]
+Object's №: 2
 Coordinate: [83 x 165 from (128, 255)]
Frame №	358 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [95 x 190 from (63, 139)]
+Object's №: 1
 Coordinate: [87 x 174 from (195, 236)]
+Object's №: 2
 Coordinate: [82 x 164 from (128, 254)]
Frame №	359 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [97 x 193 from (62, 139)]
+Object's №: 1
 Coordinate: [85 x 170 from (193, 233)]
+Object's №: 2
 Coordinate: [87 x 175 from (130, 242)]
Frame №	360 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [97 x 195 from (56, 151)]
+Object's №: 1
 Coordinate: [83 x 166 from (194, 230)]
+Object's №: 2
 Coordinate: [86 x 172 from (133, 243)]
Frame №	361 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [99 x 198 from (54, 149)]
+Object's №: 1
 Coordinate: [74 x 148 from (198, 240)]
+Object's №: 2
 Coordinate: [80 x 160 from (136, 241)]
+Object's №: 3
 Coordinate: [87 x 174 from (497, 118)]
Frame №	362 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [96 x 191 from (53, 154)]
+Object's №: 1
 Coordinate: [72 x 145 from (201, 243)]
+Object's №: 2
 Coordinate: [82 x 164 from (136, 235)]
+Object's №: 3
 Coordinate: [87 x 174 from (499, 119)]
Frame №	363 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [96 x 191 from (52, 162)]
+Object's №: 1
 Coordinate: [80 x 159 from (196, 227)]
+Object's №: 2
 Coordinate: [85 x 169 from (136, 232)]
+Object's №: 3
 Coordinate: [96 x 191 from (497, 105)]
Frame №	364 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [96 x 193 from (50, 163)]
+Object's №: 1
 Coordinate: [85 x 171 from (193, 216)]
+Object's №: 2
 Coordinate: [84 x 168 from (138, 230)]
+Object's №: 3
 Coordinate: [89 x 177 from (502, 115)]
Frame №	365 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [95 x 190 from (47, 165)]
+Object's №: 1
 Coordinate: [84 x 168 from (139, 227)]
+Object's №: 2
 Coordinate: [84 x 168 from (505, 130)]
Frame №	366 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [92 x 183 from (45, 167)]
+Object's №: 1
 Coordinate: [89 x 177 from (136, 220)]
+Object's №: 2
 Coordinate: [86 x 173 from (502, 130)]
Frame №	367 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [81 x 162 from (48, 176)]
+Object's №: 1
 Coordinate: [86 x 172 from (139, 221)]
+Object's №: 2
 Coordinate: [89 x 178 from (508, 125)]
Frame №	368 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [81 x 162 from (46, 179)]
+Object's №: 1
 Coordinate: [86 x 172 from (139, 220)]
+Object's №: 2
 Coordinate: [68 x 136 from (506, 160)]
Frame №	369 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [81 x 162 from (44, 182)]
+Object's №: 1
 Coordinate: [86 x 172 from (140, 217)]
+Object's №: 2
 Coordinate: [68 x 136 from (508, 161)]
Frame №	370 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [81 x 162 from (42, 185)]
+Object's №: 1
 Coordinate: [87 x 174 from (138, 211)]
+Object's №: 2
 Coordinate: [68 x 136 from (510, 162)]
Frame №	371 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [81 x 162 from (40, 188)]
+Object's №: 1
 Coordinate: [86 x 172 from (139, 209)]
+Object's №: 2
 Coordinate: [68 x 136 from (512, 163)]
Frame №	372 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [81 x 162 from (38, 191)]
+Object's №: 1
 Coordinate: [86 x 172 from (139, 206)]
+Object's №: 2
 Coordinate: [68 x 136 from (514, 164)]
Frame №	373 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [81 x 162 from (36, 194)]
+Object's №: 1
 Coordinate: [86 x 172 from (139, 204)]
+Object's №: 2
 Coordinate: [68 x 136 from (516, 165)]
Frame №	374 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [81 x 162 from (34, 197)]
+Object's №: 1
 Coordinate: [86 x 172 from (139, 200)]
+Object's №: 2
 Coordinate: [68 x 136 from (518, 166)]
Frame №	375 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [81 x 162 from (32, 200)]
+Object's №: 1
 Coordinate: [86 x 172 from (139, 197)]
+Object's №: 2
 Coordinate: [95 x 189 from (523, 142)]
Frame №	376 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [81 x 162 from (30, 203)]
+Object's №: 1
 Coordinate: [86 x 172 from (139, 194)]
+Object's №: 2
 Coordinate: [97 x 194 from (526, 139)]
Frame №	377 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [81 x 162 from (28, 206)]
+Object's №: 1
 Coordinate: [86 x 172 from (139, 191)]
+Object's №: 2
 Coordinate: [97 x 194 from (532, 139)]
Frame №	378 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [81 x 162 from (26, 209)]
+Object's №: 1
 Coordinate: [86 x 172 from (139, 188)]
+Object's №: 2
 Coordinate: [104 x 209 from (534, 130)]
Frame №	379 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [81 x 162 from (24, 212)]
+Object's №: 1
 Coordinate: [73 x 145 from (148, 187)]
+Object's №: 2
 Coordinate: [115 x 230 from (531, 129)]
Frame №	380 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [72 x 143 from (149, 187)]
+Object's №: 1
 Coordinate: [108 x 215 from (538, 132)]
Frame №	381 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [72 x 145 from (149, 185)]
+Object's №: 1
 Coordinate: [109 x 219 from (533, 136)]
Frame №	382 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [72 x 145 from (149, 181)]
+Object's №: 1
 Coordinate: [101 x 201 from (539, 144)]
Frame №	383 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [74 x 148 from (148, 176)]
+Object's №: 1
 Coordinate: [101 x 201 from (541, 145)]
Frame №	384 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [71 x 141 from (150, 176)]
+Object's №: 1
 Coordinate: [101 x 201 from (543, 146)]
Frame №	385 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [71 x 141 from (150, 172)]
+Object's №: 1
 Coordinate: [101 x 201 from (545, 147)]
+Object's №: 2
 Coordinate: [121 x 241 from (-15, 226)]
Frame №	386 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [69 x 138 from (155, 169)]
+Object's №: 1
 Coordinate: [101 x 201 from (547, 148)]
+Object's №: 2
 Coordinate: [124 x 247 from (-20, 224)]
Frame №	387 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [69 x 138 from (156, 169)]
+Object's №: 1
 Coordinate: [101 x 201 from (549, 149)]
+Object's №: 2
 Coordinate: [119 x 239 from (-18, 228)]
Frame №	388 ----------------------
Object's on frame in myPersons:	5
+Object's №: 0
 Coordinate: [65 x 130 from (160, 171)]
+Object's №: 1
 Coordinate: [101 x 201 from (551, 150)]
+Object's №: 2
 Coordinate: [115 x 230 from (-16, 241)]
Frame №	389 ----------------------
Object's on frame in myPersons:	5
+Object's №: 0
 Coordinate: [65 x 130 from (160, 167)]
+Object's №: 1
 Coordinate: [101 x 201 from (553, 151)]
+Object's №: 2
 Coordinate: [118 x 236 from (-21, 243)]
Frame №	390 ----------------------
Object's on frame in myPersons:	5
+Object's №: 0
 Coordinate: [65 x 130 from (160, 163)]
+Object's №: 1
 Coordinate: [101 x 201 from (555, 152)]
+Object's №: 2
 Coordinate: [113 x 226 from (-17, 250)]
+Object's №: 3
 Coordinate: [107 x 215 from (549, 173)]
Frame №	391 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [65 x 130 from (160, 159)]
+Object's №: 1
 Coordinate: [101 x 201 from (557, 153)]
+Object's №: 2
 Coordinate: [111 x 223 from (-18, 252)]
+Object's №: 3
 Coordinate: [108 x 216 from (551, 176)]
Frame №	392 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [65 x 130 from (160, 155)]
+Object's №: 1
 Coordinate: [101 x 201 from (559, 154)]
+Object's №: 2
 Coordinate: [109 x 218 from (-16, 260)]
+Object's №: 3
 Coordinate: [107 x 214 from (551, 183)]
Frame №	393 ----------------------
Object's on frame in myPersons:	5
+Object's №: 0
 Coordinate: [76 x 151 from (156, 151)]
+Object's №: 1
 Coordinate: [101 x 201 from (561, 155)]
+Object's №: 2
 Coordinate: [107 x 213 from (-16, 263)]
+Object's №: 3
 Coordinate: [108 x 217 from (551, 181)]
Frame №	394 ----------------------
Object's on frame in myPersons:	5
+Object's №: 0
 Coordinate: [76 x 151 from (156, 147)]
+Object's №: 1
 Coordinate: [101 x 201 from (563, 156)]
+Object's №: 2
 Coordinate: [98 x 196 from (-8, 273)]
+Object's №: 3
 Coordinate: [98 x 197 from (556, 193)]
Frame №	395 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [76 x 151 from (156, 143)]
+Object's №: 1
 Coordinate: [103 x 206 from (-10, 273)]
+Object's №: 2
 Coordinate: [99 x 197 from (550, 190)]
Frame №	396 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [76 x 151 from (156, 139)]
+Object's №: 1
 Coordinate: [110 x 219 from (-20, 276)]
+Object's №: 2
 Coordinate: [102 x 206 from (545, 185)]
Frame №	397 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [76 x 151 from (156, 135)]
+Object's №: 1
 Coordinate: [110 x 219 from (-21, 279)]
+Object's №: 2
 Coordinate: [102 x 206 from (544, 187)]
Frame №	398 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [76 x 151 from (156, 131)]
+Object's №: 1
 Coordinate: [110 x 219 from (-22, 282)]
+Object's №: 2
 Coordinate: [102 x 206 from (543, 189)]
Frame №	399 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [67 x 134 from (160, 143)]
+Object's №: 1
 Coordinate: [110 x 219 from (-23, 285)]
+Object's №: 2
 Coordinate: [102 x 206 from (542, 191)]
Frame №	400 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [65 x 130 from (160, 138)]
+Object's №: 1
 Coordinate: [110 x 219 from (-24, 288)]
+Object's №: 2
 Coordinate: [102 x 206 from (541, 193)]
Frame №	401 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [69 x 138 from (159, 133)]
+Object's №: 1
 Coordinate: [110 x 219 from (-25, 291)]
+Object's №: 2
 Coordinate: [102 x 206 from (540, 195)]
Frame №	402 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [69 x 138 from (159, 133)]
+Object's №: 1
 Coordinate: [110 x 219 from (-26, 294)]
+Object's №: 2
 Coordinate: [102 x 206 from (539, 197)]
Frame №	403 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [69 x 138 from (159, 133)]
+Object's №: 1
 Coordinate: [110 x 219 from (-27, 297)]
+Object's №: 2
 Coordinate: [102 x 206 from (538, 199)]
Frame №	404 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [69 x 138 from (159, 130)]
+Object's №: 1
 Coordinate: [110 x 219 from (-28, 300)]
+Object's №: 2
 Coordinate: [102 x 206 from (537, 201)]
Frame №	405 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [82 x 164 from (153, 122)]
+Object's №: 1
 Coordinate: [110 x 219 from (-29, 303)]
+Object's №: 2
 Coordinate: [102 x 206 from (536, 203)]
Frame №	406 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [82 x 164 from (153, 119)]
+Object's №: 1
 Coordinate: [110 x 219 from (-30, 306)]
+Object's №: 2
 Coordinate: [102 x 206 from (535, 205)]
Frame №	407 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [82 x 164 from (153, 116)]
+Object's №: 1
 Coordinate: [110 x 219 from (-31, 309)]
+Object's №: 2
 Coordinate: [102 x 206 from (534, 207)]
Frame №	408 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [78 x 156 from (155, 116)]
+Object's №: 1
 Coordinate: [110 x 219 from (-32, 312)]
+Object's №: 2
 Coordinate: [102 x 206 from (533, 209)]
Frame №	409 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [75 x 149 from (156, 123)]
+Object's №: 1
 Coordinate: [101 x 203 from (71, 232)]
Frame №	410 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [73 x 145 from (157, 125)]
+Object's №: 1
 Coordinate: [92 x 183 from (84, 240)]
Frame №	411 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [78 x 156 from (155, 107)]
+Object's №: 1
 Coordinate: [91 x 181 from (77, 235)]
Frame №	412 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [73 x 146 from (157, 108)]
+Object's №: 1
 Coordinate: [93 x 185 from (76, 231)]
Frame №	413 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [76 x 151 from (156, 106)]
+Object's №: 1
 Coordinate: [95 x 190 from (73, 228)]
Frame №	414 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [76 x 151 from (156, 103)]
+Object's №: 1
 Coordinate: [100 x 199 from (68, 219)]
Frame №	415 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [76 x 151 from (156, 100)]
+Object's №: 1
 Coordinate: [106 x 211 from (68, 212)]
Frame №	416 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [76 x 151 from (156, 97)]
+Object's №: 1
 Coordinate: [110 x 220 from (68, 207)]
Frame №	417 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [76 x 151 from (156, 94)]
+Object's №: 1
 Coordinate: [113 x 226 from (66, 199)]
Frame №	418 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [76 x 151 from (156, 91)]
+Object's №: 1
 Coordinate: [117 x 233 from (65, 192)]
Frame №	419 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [76 x 151 from (156, 88)]
+Object's №: 1
 Coordinate: [122 x 244 from (63, 183)]
Frame №	420 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [76 x 151 from (156, 85)]
+Object's №: 1
 Coordinate: [122 x 243 from (64, 179)]
Frame №	421 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [76 x 151 from (156, 82)]
+Object's №: 1
 Coordinate: [127 x 254 from (62, 167)]
Frame №	422 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [76 x 151 from (156, 79)]
+Object's №: 1
 Coordinate: [124 x 249 from (63, 172)]
Frame №	423 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [76 x 151 from (156, 76)]
+Object's №: 1
 Coordinate: [129 x 258 from (63, 162)]
Frame №	424 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [76 x 151 from (156, 73)]
+Object's №: 1
 Coordinate: [124 x 247 from (65, 162)]
Frame №	425 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [76 x 151 from (156, 70)]
+Object's №: 1
 Coordinate: [117 x 234 from (69, 164)]
Frame №	426 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [112 x 224 from (71, 170)]
Frame №	427 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [115 x 230 from (70, 163)]
Frame №	428 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [116 x 231 from (68, 160)]
Frame №	429 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [122 x 244 from (67, 153)]
Frame №	430 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [120 x 239 from (68, 150)]
+Object's №: 1
 Coordinate: [108 x 216 from (219, 277)]
Frame №	431 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [121 x 242 from (68, 147)]
+Object's №: 1
 Coordinate: [109 x 217 from (218, 269)]
Frame №	432 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [128 x 256 from (64, 138)]
+Object's №: 1
 Coordinate: [108 x 216 from (221, 264)]
Frame №	433 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [127 x 253 from (64, 142)]
+Object's №: 1
 Coordinate: [113 x 226 from (220, 252)]
Frame №	434 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [123 x 246 from (65, 144)]
+Object's №: 1
 Coordinate: [112 x 224 from (220, 250)]
Frame №	435 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [121 x 242 from (66, 144)]
+Object's №: 1
 Coordinate: [119 x 238 from (219, 242)]
Frame №	436 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [129 x 257 from (61, 129)]
+Object's №: 1
 Coordinate: [121 x 241 from (218, 241)]
Frame №	437 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [122 x 244 from (68, 136)]
+Object's №: 1
 Coordinate: [114 x 228 from (226, 240)]
Frame №	438 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [131 x 261 from (60, 120)]
+Object's №: 1
 Coordinate: [127 x 254 from (221, 221)]
Frame №	439 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [127 x 254 from (62, 123)]
+Object's №: 1
 Coordinate: [112 x 223 from (230, 230)]
Frame №	440 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [123 x 246 from (65, 127)]
+Object's №: 1
 Coordinate: [121 x 241 from (226, 226)]
Frame №	441 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [120 x 239 from (68, 130)]
+Object's №: 1
 Coordinate: [107 x 215 from (234, 221)]
Frame №	442 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [127 x 254 from (63, 119)]
+Object's №: 1
 Coordinate: [102 x 203 from (241, 221)]
Frame №	443 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [117 x 234 from (68, 126)]
+Object's №: 1
 Coordinate: [100 x 201 from (245, 215)]
Frame №	444 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [81 x 162 from (95, 156)]
+Object's №: 1
 Coordinate: [100 x 199 from (246, 212)]
Frame №	445 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 195 from (85, 141)]
+Object's №: 1
 Coordinate: [105 x 211 from (245, 206)]
Frame №	446 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 195 from (85, 138)]
+Object's №: 1
 Coordinate: [111 x 222 from (243, 194)]
Frame №	447 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [104 x 207 from (82, 130)]
+Object's №: 1
 Coordinate: [111 x 222 from (245, 191)]
Frame №	448 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [106 x 212 from (81, 127)]
+Object's №: 1
 Coordinate: [113 x 225 from (245, 186)]
Frame №	449 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [101 x 202 from (84, 128)]
+Object's №: 1
 Coordinate: [119 x 237 from (244, 182)]
Frame №	450 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [99 x 198 from (86, 130)]
+Object's №: 1
 Coordinate: [119 x 238 from (245, 176)]
Frame №	451 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [104 x 208 from (83, 125)]
+Object's №: 1
 Coordinate: [112 x 224 from (249, 177)]
Frame №	452 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [110 x 220 from (80, 113)]
+Object's №: 1
 Coordinate: [121 x 242 from (248, 165)]
Frame №	453 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [109 x 217 from (82, 113)]
+Object's №: 1
 Coordinate: [104 x 208 from (255, 172)]
Frame №	454 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [108 x 217 from (81, 110)]
+Object's №: 1
 Coordinate: [93 x 187 from (262, 173)]
Frame №	455 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [97 x 194 from (88, 117)]
+Object's №: 1
 Coordinate: [97 x 193 from (262, 166)]
Frame №	456 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [94 x 188 from (90, 115)]
+Object's №: 1
 Coordinate: [98 x 196 from (260, 160)]
Frame №	457 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [99 x 199 from (89, 111)]
+Object's №: 1
 Coordinate: [104 x 209 from (258, 151)]
Frame №	458 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [96 x 192 from (91, 108)]
+Object's №: 1
 Coordinate: [107 x 213 from (257, 148)]
Frame №	459 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 184 from (92, 107)]
+Object's №: 1
 Coordinate: [114 x 227 from (255, 140)]
Frame №	460 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [90 x 181 from (93, 108)]
+Object's №: 1
 Coordinate: [116 x 232 from (255, 137)]
Frame №	461 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [91 x 181 from (94, 107)]
+Object's №: 1
 Coordinate: [118 x 236 from (257, 132)]
Frame №	462 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [95 x 190 from (92, 104)]
+Object's №: 1
 Coordinate: [120 x 239 from (256, 126)]
Frame №	463 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 197 from (92, 100)]
+Object's №: 1
 Coordinate: [77 x 154 from (282, 148)]
Frame №	464 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [93 x 187 from (95, 101)]
+Object's №: 1
 Coordinate: [120 x 240 from (256, 116)]
Frame №	465 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [95 x 190 from (94, 100)]
+Object's №: 1
 Coordinate: [103 x 207 from (270, 122)]
Frame №	466 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [94 x 187 from (96, 101)]
+Object's №: 1
 Coordinate: [105 x 211 from (270, 116)]
Frame №	467 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [94 x 187 from (96, 98)]
+Object's №: 1
 Coordinate: [97 x 194 from (275, 119)]
Frame №	468 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [99 x 198 from (92, 90)]
+Object's №: 1
 Coordinate: [96 x 191 from (278, 117)]
Frame №	469 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [99 x 198 from (92, 90)]
+Object's №: 1
 Coordinate: [94 x 188 from (281, 115)]
Frame №	470 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [106 x 212 from (90, 81)]
+Object's №: 1
 Coordinate: [91 x 182 from (282, 119)]
Frame №	471 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [111 x 222 from (90, 73)]
+Object's №: 1
 Coordinate: [92 x 183 from (282, 117)]
Frame №	472 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [111 x 222 from (90, 70)]
+Object's №: 1
 Coordinate: [93 x 185 from (282, 112)]
Frame №	473 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [99 x 199 from (93, 80)]
+Object's №: 1
 Coordinate: [93 x 186 from (283, 108)]
Frame №	474 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [96 x 192 from (95, 80)]
+Object's №: 1
 Coordinate: [96 x 192 from (282, 99)]
Frame №	475 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [96 x 192 from (95, 77)]
+Object's №: 1
 Coordinate: [93 x 186 from (284, 95)]
Frame №	476 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [96 x 192 from (95, 74)]
+Object's №: 1
 Coordinate: [91 x 182 from (284, 92)]
Frame №	477 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [95 x 189 from (98, 75)]
+Object's №: 1
 Coordinate: [87 x 173 from (287, 92)]
Frame №	478 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [97 x 195 from (96, 63)]
+Object's №: 1
 Coordinate: [88 x 176 from (289, 86)]
Frame №	479 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [95 x 189 from (97, 65)]
+Object's №: 1
