Analyzed file:	D:\пешики\00022.MTS
+Object's №: 0
 Coordinate: [110 x 221 from (-18, 279)]
+Object's №: 1
 Coordinate: [106 x 213 from (554, 185)]
Frame №	398 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [110 x 221 from (-19, 281)]
+Object's №: 1
 Coordinate: [106 x 213 from (554, 187)]
Frame №	399 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [110 x 221 from (-20, 283)]
+Object's №: 1
 Coordinate: [106 x 213 from (554, 189)]
Frame №	400 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [110 x 221 from (-21, 285)]
+Object's №: 1
 Coordinate: [106 x 213 from (554, 191)]
Frame №	401 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [110 x 221 from (-22, 287)]
+Object's №: 1
 Coordinate: [106 x 213 from (554, 193)]
Frame №	402 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [110 x 221 from (-23, 289)]
+Object's №: 1
 Coordinate: [106 x 213 from (554, 195)]
Frame №	403 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [110 x 221 from (-24, 291)]
+Object's №: 1
 Coordinate: [106 x 213 from (554, 197)]
Frame №	404 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [110 x 221 from (-25, 293)]
+Object's №: 1
 Coordinate: [106 x 213 from (554, 199)]
Frame №	405 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [110 x 221 from (-26, 295)]
+Object's №: 1
 Coordinate: [106 x 213 from (554, 201)]
Frame №	406 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [110 x 221 from (-27, 297)]
Frame №	407 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [110 x 221 from (-28, 299)]
Frame №	408 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [110 x 221 from (-29, 301)]
Frame №	409 ----------------------
Object's on frame in myPersons:	0
Frame №	410 ----------------------
Object's on frame in myPersons:	0
Frame №	411 ----------------------
Object's on frame in myPersons:	0
Frame №	412 ----------------------
Object's on frame in myPersons:	1
Frame №	413 ----------------------
Object's on frame in myPersons:	1
Frame №	414 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [110 x 220 from (61, 210)]
Frame №	415 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [108 x 215 from (62, 212)]
Frame №	416 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [110 x 220 from (64, 206)]
Frame №	417 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [123 x 245 from (60, 190)]
Frame №	418 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [125 x 249 from (60, 186)]
Frame №	419 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [137 x 274 from (54, 167)]
Frame №	420 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [134 x 267 from (60, 170)]
Frame №	421 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [138 x 276 from (56, 158)]
Frame №	422 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [130 x 259 from (59, 166)]
Frame №	423 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [127 x 254 from (63, 162)]
Frame №	424 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [122 x 245 from (66, 169)]
Frame №	425 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [122 x 245 from (67, 166)]
Frame №	426 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [119 x 238 from (66, 170)]
Frame №	427 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [119 x 238 from (66, 170)]
Frame №	428 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [119 x 238 from (66, 167)]
Frame №	429 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [119 x 238 from (66, 164)]
Frame №	430 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [117 x 234 from (65, 159)]
Frame №	431 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [117 x 234 from (65, 156)]
Frame №	432 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [117 x 234 from (65, 153)]
+Object's №: 1
 Coordinate: [100 x 199 from (226, 272)]
Frame №	433 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [122 x 245 from (66, 146)]
+Object's №: 1
 Coordinate: [113 x 226 from (221, 254)]
Frame №	434 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [119 x 238 from (66, 148)]
+Object's №: 1
 Coordinate: [115 x 230 from (218, 250)]
Frame №	435 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [119 x 238 from (66, 148)]
+Object's №: 1
 Coordinate: [121 x 241 from (218, 241)]
Frame №	436 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [119 x 238 from (66, 148)]
+Object's №: 1
 Coordinate: [117 x 234 from (218, 240)]
Frame №	437 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [115 x 230 from (70, 147)]
+Object's №: 1
 Coordinate: [122 x 244 from (220, 233)]
Frame №	438 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [130 x 260 from (62, 120)]
+Object's №: 1
 Coordinate: [125 x 249 from (220, 229)]
Frame №	439 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [118 x 236 from (69, 135)]
+Object's №: 1
 Coordinate: [110 x 221 from (231, 231)]
Frame №	440 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [118 x 236 from (69, 132)]
+Object's №: 1
 Coordinate: [110 x 221 from (232, 227)]
Frame №	441 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [115 x 230 from (68, 132)]
+Object's №: 1
 Coordinate: [107 x 213 from (238, 222)]
Frame №	442 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [119 x 238 from (66, 125)]
+Object's №: 1
 Coordinate: [102 x 204 from (240, 221)]
Frame №	443 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [119 x 238 from (66, 125)]
+Object's №: 1
 Coordinate: [97 x 193 from (247, 217)]
Frame №	444 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [119 x 238 from (66, 122)]
+Object's №: 1
 Coordinate: [88 x 176 from (253, 220)]
Frame №	445 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [118 x 236 from (69, 119)]
+Object's №: 1
 Coordinate: [115 x 230 from (240, 196)]
Frame №	446 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [118 x 236 from (69, 116)]
+Object's №: 1
 Coordinate: [110 x 221 from (244, 196)]
Frame №	447 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [118 x 236 from (69, 113)]
+Object's №: 1
 Coordinate: [112 x 224 from (247, 192)]
Frame №	448 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [99 x 197 from (84, 132)]
+Object's №: 1
 Coordinate: [114 x 227 from (246, 185)]
Frame №	449 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [99 x 198 from (85, 130)]
+Object's №: 1
 Coordinate: [114 x 229 from (247, 183)]
Frame №	450 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [99 x 198 from (85, 130)]
+Object's №: 1
 Coordinate: [118 x 236 from (245, 179)]
Frame №	451 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [102 x 205 from (83, 125)]
+Object's №: 1
 Coordinate: [118 x 235 from (245, 172)]
Frame №	452 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [114 x 228 from (77, 108)]
+Object's №: 1
 Coordinate: [114 x 228 from (252, 171)]
Frame №	453 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [111 x 222 from (81, 112)]
+Object's №: 1
 Coordinate: [110 x 219 from (251, 163)]
Frame №	454 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [112 x 223 from (83, 110)]
+Object's №: 1
 Coordinate: [92 x 184 from (263, 174)]
Frame №	455 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [112 x 223 from (83, 107)]
+Object's №: 1
 Coordinate: [92 x 183 from (263, 168)]
Frame №	456 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [112 x 223 from (83, 104)]
+Object's №: 1
 Coordinate: [92 x 183 from (264, 163)]
Frame №	457 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [99 x 198 from (88, 111)]
+Object's №: 1
 Coordinate: [96 x 193 from (264, 158)]
Frame №	458 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [88 x 177 from (93, 113)]
+Object's №: 1
 Coordinate: [96 x 193 from (265, 153)]
Frame №	459 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [87 x 174 from (95, 111)]
+Object's №: 1
 Coordinate: [109 x 219 from (259, 144)]
Frame №	460 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [87 x 174 from (95, 111)]
+Object's №: 1
 Coordinate: [112 x 224 from (260, 140)]
Frame №	461 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [87 x 174 from (95, 108)]
+Object's №: 1
 Coordinate: [112 x 224 from (261, 135)]
Frame №	462 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [87 x 174 from (95, 105)]
+Object's №: 1
 Coordinate: [112 x 224 from (262, 130)]
Frame №	463 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [87 x 174 from (95, 102)]
+Object's №: 1
 Coordinate: [112 x 224 from (263, 125)]
Frame №	464 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [87 x 174 from (95, 99)]
+Object's №: 1
 Coordinate: [119 x 238 from (259, 118)]
Frame №	465 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [87 x 174 from (95, 96)]
+Object's №: 1
 Coordinate: [90 x 179 from (281, 133)]
Frame №	466 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [96 x 192 from (96, 96)]
+Object's №: 1
 Coordinate: [96 x 192 from (275, 124)]
Frame №	467 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [96 x 192 from (96, 96)]
+Object's №: 1
 Coordinate: [95 x 190 from (278, 120)]
Frame №	468 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 196 from (91, 91)]
+Object's №: 1
 Coordinate: [89 x 178 from (283, 122)]
Frame №	469 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 196 from (91, 88)]
+Object's №: 1
 Coordinate: [94 x 188 from (280, 113)]
Frame №	470 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 196 from (91, 85)]
+Object's №: 1
 Coordinate: [97 x 193 from (277, 108)]
Frame №	471 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 196 from (91, 82)]
+Object's №: 1
 Coordinate: [100 x 201 from (276, 104)]
Frame №	472 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 196 from (91, 79)]
+Object's №: 1
 Coordinate: [94 x 188 from (282, 107)]
Frame №	473 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 196 from (91, 76)]
+Object's №: 1
 Coordinate: [103 x 205 from (277, 96)]
Frame №	474 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 196 from (91, 73)]
+Object's №: 1
 Coordinate: [102 x 204 from (277, 93)]
Frame №	475 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [83 x 166 from (103, 83)]
+Object's №: 1
 Coordinate: [104 x 208 from (278, 90)]
Frame №	476 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [81 x 162 from (105, 86)]
+Object's №: 1
 Coordinate: [94 x 188 from (284, 92)]
Frame №	477 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [77 x 153 from (108, 92)]
+Object's №: 1
 Coordinate: [99 x 199 from (284, 81)]
Frame №	478 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [90 x 181 from (101, 78)]
+Object's №: 1
 Coordinate: [96 x 191 from (285, 80)]
Frame №	479 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [93 x 186 from (99, 72)]
+Object's №: 1
 Coordinate: [89 x 178 from (289, 80)]
Frame №	480 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 185 from (98, 71)]
+Object's №: 1
 Coordinate: [92 x 183 from (289, 75)]
Frame №	481 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [96 x 191 from (97, 67)]
+Object's №: 1
 Coordinate: [90 x 180 from (289, 73)]
Frame №	482 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [90 x 181 from (100, 70)]
+Object's №: 1
 Coordinate: [85 x 170 from (292, 75)]
Frame №	483 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [89 x 178 from (102, 69)]
+Object's №: 1
 Coordinate: [84 x 168 from (294, 74)]
Frame №	484 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [89 x 178 from (102, 66)]
+Object's №: 1
 Coordinate: [88 x 177 from (292, 70)]
Frame №	485 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [85 x 169 from (106, 67)]
+Object's №: 1
 Coordinate: [108 x 218 from (282, 52)]
Frame №	486 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [85 x 169 from (106, 64)]
+Object's №: 1
 Coordinate: [111 x 222 from (284, 48)]
Frame №	487 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [85 x 169 from (106, 61)]
+Object's №: 1
 Coordinate: [109 x 219 from (287, 45)]
Frame №	488 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [85 x 169 from (106, 58)]
+Object's №: 1
 Coordinate: [107 x 215 from (283, 45)]
Frame №	489 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [85 x 169 from (106, 55)]
+Object's №: 1
 Coordinate: [96 x 192 from (292, 47)]
Frame №	490 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [85 x 169 from (106, 52)]
+Object's №: 1
 Coordinate: [100 x 199 from (290, 40)]
Frame №	491 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [85 x 169 from (106, 49)]
+Object's №: 1
 Coordinate: [95 x 190 from (294, 40)]
Frame №	492 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [85 x 169 from (106, 46)]
+Object's №: 1
 Coordinate: [95 x 190 from (294, 38)]
Frame №	493 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [85 x 169 from (106, 43)]
+Object's №: 1
 Coordinate: [95 x 190 from (294, 38)]
Frame №	494 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [85 x 169 from (106, 40)]
+Object's №: 1
 Coordinate: [90 x 180 from (299, 36)]
Frame №	495 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [85 x 169 from (106, 37)]
+Object's №: 1
 Coordinate: [103 x 206 from (292, 27)]
Frame №	496 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [85 x 169 from (106, 34)]
+Object's №: 1
 Coordinate: [102 x 203 from (296, 23)]
Frame №	497 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [85 x 169 from (106, 31)]
+Object's №: 1
 Coordinate: [104 x 207 from (296, 21)]
Frame №	498 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [102 x 204 from (296, 18)]
Frame №	499 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [98 x 197 from (298, 19)]
Frame №	500 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [96 x 193 from (299, 15)]
Frame №	501 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [93 x 186 from (303, 14)]
Frame №	502 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [91 x 182 from (304, 12)]
Frame №	503 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [87 x 174 from (307, 11)]
Frame №	504 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [88 x 177 from (307, 7)]
Frame №	505 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [87 x 174 from (307, 6)]
Frame №	506 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [86 x 171 from (308, 5)]
Frame №	507 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 170 from (309, 4)]
Frame №	508 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [98 x 197 from (304, -5)]
Frame №	509 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [99 x 199 from (303, -6)]
Frame №	510 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [71 x 142 from (319, 6)]
Frame №	511 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [72 x 144 from (321, 2)]
+Object's №: 1
 Coordinate: [87 x 175 from (106, 16)]
Frame №	512 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [72 x 144 from (322, -2)]
+Object's №: 1
 Coordinate: [95 x 191 from (102, 6)]
Frame №	513 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [82 x 164 from (316, -10)]
+Object's №: 1
 Coordinate: [93 x 186 from (103, 8)]
Frame №	514 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [81 x 161 from (318, -12)]
+Object's №: 1
 Coordinate: [92 x 184 from (105, 9)]
Frame №	515 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [82 x 164 from (318, -15)]
+Object's №: 1
 Coordinate: [91 x 183 from (106, 10)]
Frame №	516 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [77 x 154 from (321, -14)]
+Object's №: 1
 Coordinate: [90 x 179 from (107, 10)]
Frame №	517 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [79 x 157 from (320, -16)]
+Object's №: 1
 Coordinate: [91 x 182 from (108, 6)]
Frame №	518 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [77 x 153 from (322, -16)]
+Object's №: 1
 Coordinate: [92 x 185 from (107, 3)]
Frame №	519 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [75 x 149 from (323, -16)]
+Object's №: 1
 Coordinate: [87 x 174 from (111, 4)]
Frame №	520 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [69 x 137 from (326, -15)]
+Object's №: 1
 Coordinate: [89 x 178 from (111, 0)]
Frame №	521 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [66 x 133 from (328, -17)]
+Object's №: 1
 Coordinate: [89 x 178 from (111, -2)]
Frame №	522 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [65 x 130 from (329, -16)]
+Object's №: 1
 Coordinate: [89 x 178 from (111, -4)]
Frame №	523 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [65 x 130 from (329, -20)]
+Object's №: 1
 Coordinate: [89 x 178 from (111, -6)]
Frame №	524 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [65 x 130 from (329, -24)]
+Object's №: 1
 Coordinate: [89 x 178 from (111, -8)]
Frame №	525 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [65 x 130 from (329, -28)]
+Object's №: 1
 Coordinate: [89 x 178 from (111, -10)]
Frame №	526 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [65 x 130 from (329, -32)]
+Object's №: 1
 Coordinate: [89 x 178 from (111, -12)]
Frame №	527 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [65 x 130 from (329, -36)]
+Object's №: 1
 Coordinate: [89 x 178 from (111, -14)]
Frame №	528 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [65 x 130 from (329, -40)]
+Object's №: 1
 Coordinate: [89 x 178 from (111, -16)]
Frame №	529 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [65 x 130 from (329, -44)]
+Object's №: 1
 Coordinate: [89 x 178 from (111, -18)]
Frame №	530 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [65 x 130 from (329, -48)]
+Object's №: 1
 Coordinate: [89 x 178 from (111, -20)]
Frame №	531 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [65 x 130 from (329, -52)]
+Object's №: 1
 Coordinate: [89 x 178 from (111, -22)]
Frame №	532 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [65 x 130 from (329, -56)]
+Object's №: 1
 Coordinate: [89 x 178 from (111, -24)]
Frame №	533 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [65 x 130 from (329, -60)]
Frame №	534 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [65 x 130 from (329, -64)]
Frame №	535 ----------------------
Object's on frame in myPersons:	1
Frame №	536 ----------------------
Object's on frame in myPersons:	0
Frame №	537 ----------------------
Object's on frame in myPersons:	0
Frame №	538 ----------------------
Object's on frame in myPersons:	0
Frame №	539 ----------------------
Object's on frame in myPersons:	0
Frame №	540 ----------------------
Object's on frame in myPersons:	0
Frame №	541 ----------------------
Object's on frame in myPersons:	0
Frame №	542 ----------------------
Object's on frame in myPersons:	0
Frame №	543 ----------------------
Object's on frame in myPersons:	0
Frame №	544 ----------------------
Object's on frame in myPersons:	1
Frame №	545 ----------------------
Object's on frame in myPersons:	1
Frame №	546 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [71 x 141 from (123, -18)]
Frame №	547 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [71 x 141 from (123, -19)]
Frame №	548 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [71 x 141 from (123, -20)]
Frame №	549 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [71 x 141 from (123, -21)]
Frame №	550 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [71 x 141 from (123, -22)]
Frame №	551 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [71 x 141 from (123, -23)]
Frame №	552 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [71 x 141 from (123, -24)]
Frame №	553 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [71 x 141 from (123, -25)]
+Object's №: 1
 Coordinate: [82 x 164 from (554, 133)]
Frame №	554 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [71 x 141 from (123, -26)]
+Object's №: 1
 Coordinate: [78 x 155 from (555, 139)]
Frame №	555 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [71 x 141 from (123, -27)]
+Object's №: 1
 Coordinate: [78 x 155 from (553, 132)]
+Object's №: 2
 Coordinate: [98 x 196 from (560, 53)]
Frame №	556 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [71 x 141 from (123, -28)]
+Object's №: 1
 Coordinate: [74 x 147 from (553, 134)]
+Object's №: 2
 Coordinate: [110 x 221 from (550, 46)]
Frame №	557 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [71 x 141 from (123, -29)]
+Object's №: 1
 Coordinate: [74 x 147 from (551, 132)]
+Object's №: 2
 Coordinate: [108 x 216 from (547, 41)]
Frame №	558 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [71 x 141 from (123, -30)]
+Object's №: 1
 Coordinate: [74 x 147 from (549, 130)]
+Object's №: 2
 Coordinate: [107 x 215 from (547, 40)]
Frame №	559 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [74 x 147 from (547, 128)]
+Object's №: 1
 Coordinat
