Analyzed file:	D:\пешики\00022.MTS
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [102 x 204 from (0, 260)]
Frame №	392 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [97 x 194 from (0, 266)]
Frame №	393 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [97 x 194 from (-1, 268)]
Frame №	394 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [97 x 194 from (-2, 270)]
Frame №	395 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [92 x 185 from (0, 282)]
Frame №	396 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [92 x 185 from (-1, 284)]
Frame №	397 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [92 x 185 from (-2, 286)]
Frame №	398 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [92 x 185 from (-3, 288)]
Frame №	399 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [92 x 185 from (-4, 290)]
Frame №	400 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [92 x 185 from (-5, 292)]
Frame №	401 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [92 x 185 from (-6, 294)]
Frame №	402 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [92 x 185 from (-7, 296)]
Frame №	403 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [92 x 185 from (-8, 298)]
Frame №	404 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [92 x 185 from (-9, 300)]
Frame №	405 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [92 x 185 from (-10, 302)]
Frame №	406 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [92 x 185 from (-11, 304)]
Frame №	407 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [92 x 185 from (-12, 306)]
Frame №	408 ----------------------
Object's on frame in myPersons:	0
Frame №	409 ----------------------
Object's on frame in myPersons:	0
Frame №	410 ----------------------
Object's on frame in myPersons:	0
Frame №	411 ----------------------
Object's on frame in myPersons:	0
Frame №	412 ----------------------
Object's on frame in myPersons:	0
Frame №	413 ----------------------
Object's on frame in myPersons:	0
Frame №	414 ----------------------
Object's on frame in myPersons:	0
Frame №	415 ----------------------
Object's on frame in myPersons:	1
Frame №	416 ----------------------
Object's on frame in myPersons:	1
Frame №	417 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [114 x 227 from (65, 205)]
Frame №	418 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [114 x 227 from (65, 205)]
Frame №	419 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [121 x 241 from (60, 191)]
Frame №	420 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [117 x 234 from (64, 187)]
Frame №	421 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [118 x 235 from (67, 182)]
Frame №	422 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [118 x 235 from (67, 182)]
Frame №	423 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [118 x 235 from (67, 179)]
Frame №	424 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [127 x 253 from (63, 168)]
Frame №	425 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [127 x 253 from (63, 165)]
Frame №	426 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [119 x 238 from (66, 170)]
Frame №	427 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [119 x 238 from (66, 170)]
Frame №	428 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [119 x 238 from (66, 167)]
Frame №	429 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [119 x 238 from (66, 164)]
Frame №	430 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [117 x 234 from (65, 159)]
Frame №	431 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [117 x 234 from (65, 156)]
Frame №	432 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [117 x 234 from (65, 153)]
+Object's №: 1
 Coordinate: [100 x 199 from (226, 272)]
Frame №	433 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [122 x 245 from (66, 146)]
+Object's №: 1
 Coordinate: [113 x 226 from (221, 254)]
Frame №	434 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [119 x 238 from (66, 148)]
+Object's №: 1
 Coordinate: [115 x 230 from (218, 250)]
Frame №	435 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [119 x 238 from (66, 148)]
+Object's №: 1
 Coordinate: [121 x 241 from (218, 241)]
Frame №	436 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [119 x 238 from (66, 148)]
+Object's №: 1
 Coordinate: [117 x 234 from (218, 240)]
Frame №	437 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [115 x 230 from (70, 147)]
+Object's №: 1
 Coordinate: [122 x 244 from (220, 233)]
Frame №	438 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [130 x 260 from (62, 120)]
+Object's №: 1
 Coordinate: [125 x 249 from (220, 229)]
Frame №	439 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [118 x 236 from (69, 135)]
+Object's №: 1
 Coordinate: [110 x 221 from (231, 231)]
Frame №	440 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [118 x 236 from (69, 132)]
+Object's №: 1
 Coordinate: [110 x 221 from (232, 227)]
Frame №	441 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [115 x 230 from (68, 132)]
+Object's №: 1
 Coordinate: [107 x 213 from (238, 222)]
Frame №	442 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [119 x 238 from (66, 125)]
+Object's №: 1
 Coordinate: [102 x 204 from (240, 221)]
Frame №	443 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [119 x 238 from (66, 125)]
+Object's №: 1
 Coordinate: [97 x 193 from (247, 217)]
Frame №	444 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [119 x 238 from (66, 122)]
+Object's №: 1
 Coordinate: [88 x 176 from (253, 220)]
Frame №	445 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [118 x 236 from (69, 119)]
+Object's №: 1
 Coordinate: [115 x 230 from (240, 196)]
Frame №	446 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [118 x 236 from (69, 116)]
+Object's №: 1
 Coordinate: [110 x 221 from (244, 196)]
Frame №	447 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [118 x 236 from (69, 113)]
+Object's №: 1
 Coordinate: [112 x 224 from (247, 192)]
Frame №	448 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [99 x 197 from (84, 132)]
+Object's №: 1
 Coordinate: [114 x 227 from (246, 185)]
Frame №	449 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [99 x 198 from (85, 130)]
+Object's №: 1
 Coordinate: [114 x 229 from (247, 183)]
Frame №	450 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [99 x 198 from (85, 130)]
+Object's №: 1
 Coordinate: [118 x 236 from (245, 179)]
Frame №	451 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [102 x 205 from (83, 125)]
+Object's №: 1
 Coordinate: [118 x 235 from (245, 172)]
Frame №	452 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [112 x 225 from (77, 110)]
+Object's №: 1
 Coordinate: [106 x 213 from (252, 186)]
Frame №	453 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [108 x 215 from (85, 118)]
+Object's №: 1
 Coordinate: [114 x 228 from (248, 168)]
Frame №	454 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [113 x 226 from (83, 113)]
+Object's №: 1
 Coordinate: [98 x 196 from (261, 169)]
Frame №	455 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 196 from (88, 115)]
+Object's №: 1
 Coordinate: [91 x 183 from (263, 170)]
Frame №	456 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [114 x 227 from (82, 104)]
+Object's №: 1
 Coordinate: [101 x 203 from (261, 158)]
Frame №	457 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 195 from (88, 110)]
+Object's №: 1
 Coordinate: [110 x 221 from (256, 148)]
Frame №	458 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [94 x 188 from (91, 109)]
+Object's №: 1
 Coordinate: [106 x 213 from (258, 148)]
Frame №	459 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [93 x 185 from (91, 108)]
+Object's №: 1
 Coordinate: [114 x 227 from (255, 140)]
Frame №	460 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [91 x 181 from (93, 108)]
+Object's №: 1
 Coordinate: [116 x 232 from (256, 136)]
Frame №	461 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 184 from (93, 106)]
+Object's №: 1
 Coordinate: [118 x 236 from (257, 132)]
Frame №	462 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [95 x 190 from (92, 104)]
+Object's №: 1
 Coordinate: [114 x 227 from (262, 131)]
Frame №	463 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 197 from (92, 100)]
+Object's №: 1
 Coordinate: [77 x 154 from (282, 148)]
Frame №	464 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [94 x 187 from (94, 101)]
+Object's №: 1
 Coordinate: [117 x 235 from (257, 120)]
Frame №	465 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [93 x 187 from (95, 101)]
+Object's №: 1
 Coordinate: [101 x 202 from (272, 124)]
Frame №	466 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [94 x 187 from (96, 101)]
+Object's №: 1
 Coordinate: [106 x 213 from (270, 116)]
Frame №	467 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [94 x 187 from (96, 98)]
+Object's №: 1
 Coordinate: [94 x 188 from (277, 120)]
Frame №	468 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [96 x 192 from (92, 92)]
+Object's №: 1
 Coordinate: [92 x 184 from (280, 119)]
Frame №	469 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [96 x 192 from (95, 92)]
+Object's №: 1
 Coordinate: [95 x 190 from (279, 112)]
Frame №	470 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 197 from (91, 88)]
+Object's №: 1
 Coordinate: [90 x 181 from (283, 113)]
Frame №	471 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 197 from (91, 85)]
+Object's №: 1
 Coordinate: [98 x 197 from (279, 105)]
Frame №	472 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 197 from (91, 82)]
+Object's №: 1
 Coordinate: [93 x 186 from (280, 106)]
Frame №	473 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 197 from (91, 79)]
+Object's №: 1
 Coordinate: [104 x 208 from (275, 95)]
Frame №	474 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 197 from (91, 76)]
+Object's №: 1
 Coordinate: [104 x 208 from (276, 92)]
Frame №	475 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [82 x 164 from (102, 86)]
+Object's №: 1
 Coordinate: [113 x 226 from (275, 84)]
Frame №	476 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [82 x 164 from (102, 86)]
+Object's №: 1
 Coordinate: [72 x 145 from (293, 105)]
Frame №	477 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [82 x 164 from (102, 83)]
+Object's №: 1
 Coordinate: [72 x 145 from (294, 100)]
Frame №	478 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [82 x 164 from (102, 80)]
+Object's №: 1
 Coordinate: [109 x 219 from (280, 68)]
Frame №	479 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [82 x 164 from (102, 77)]
+Object's №: 1
 Coordinate: [70 x 139 from (299, 95)]
Frame №	480 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [82 x 164 from (102, 74)]
+Object's №: 1
 Coordinate: [107 x 214 from (283, 63)]
Frame №	481 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [95 x 190 from (97, 66)]
+Object's №: 1
 Coordinate: [89 x 178 from (289, 76)]
Frame №	482 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [97 x 194 from (96, 62)]
+Object's №: 1
 Coordinate: [88 x 175 from (290, 73)]
Frame №	483 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [97 x 195 from (97, 65)]
+Object's №: 1
 Coordinate: [105 x 210 from (281, 58)]
Frame №	484 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 185 from (102, 65)]
+Object's №: 1
 Coordinate: [107 x 215 from (283, 56)]
Frame №	485 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 184 from (102, 65)]
+Object's №: 1
 Coordinate: [108 x 216 from (285, 54)]
Frame №	486 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 184 from (102, 62)]
+Object's №: 1
 Coordinate: [112 x 224 from (282, 49)]
Frame №	487 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [81 x 162 from (109, 64)]
+Object's №: 1
 Coordinate: [111 x 223 from (286, 45)]
Frame №	488 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [82 x 163 from (109, 63)]
+Object's №: 1
 Coordinate: [100 x 201 from (289, 47)]
Frame №	489 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [82 x 163 from (109, 60)]
+Object's №: 1
 Coordinate: [100 x 201 from (290, 43)]
Frame №	490 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [82 x 163 from (109, 57)]
+Object's №: 1
 Coordinate: [100 x 201 from (291, 39)]
Frame №	491 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [82 x 163 from (109, 54)]
+Object's №: 1
 Coordinate: [93 x 187 from (293, 38)]
Frame №	492 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [82 x 163 from (109, 51)]
+Object's №: 1
 Coordinate: [91 x 181 from (298, 37)]
Frame №	493 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [82 x 163 from (109, 48)]
+Object's №: 1
 Coordinate: [91 x 181 from (298, 37)]
Frame №	494 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [82 x 163 from (109, 45)]
+Object's №: 1
 Coordinate: [93 x 186 from (298, 34)]
Frame №	495 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [82 x 163 from (109, 42)]
+Object's №: 1
 Coordinate: [91 x 182 from (300, 33)]
Frame №	496 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [82 x 163 from (109, 39)]
+Object's №: 1
 Coordinate: [91 x 182 from (301, 29)]
Frame №	497 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [82 x 163 from (109, 36)]
+Object's №: 1
 Coordinate: [91 x 182 from (302, 25)]
Frame №	498 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [82 x 163 from (109, 33)]
+Object's №: 1
 Coordinate: [106 x 212 from (291, 17)]
Frame №	499 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [82 x 163 from (109, 30)]
+Object's №: 1
 Coordinate: [106 x 212 from (292, 13)]
Frame №	500 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [82 x 163 from (109, 27)]
+Object's №: 1
 Coordinate: [106 x 212 from (293, 9)]
Frame №	501 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [75 x 149 from (312, 24)]
Frame №	502 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [78 x 156 from (311, 19)]
Frame №	503 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [72 x 143 from (316, 22)]
Frame №	504 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (310, 9)]
Frame №	505 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (311, 5)]
Frame №	506 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (312, 1)]
Frame №	507 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (313, -3)]
Frame №	508 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (314, -7)]
Frame №	509 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (315, -11)]
Frame №	510 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (316, -15)]
Frame №	511 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (317, -19)]
Frame №	512 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (318, -23)]
Frame №	513 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (319, -27)]
Frame №	514 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (320, -31)]
Frame №	515 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [92 x 185 from (310, -23)]
Frame №	516 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [90 x 180 from (315, -23)]
Frame №	517 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [90 x 180 from (315, -23)]
Frame №	518 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [90 x 180 from (315, -23)]
Frame №	519 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (317, -21)]
Frame №	520 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (317, -25)]
Frame №	521 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (317, -29)]
Frame №	522 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (317, -33)]
Frame №	523 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (317, -37)]
Frame №	524 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (317, -41)]
Frame №	525 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (317, -45)]
Frame №	526 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (317, -49)]
Frame №	527 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (317, -53)]
Frame №	528 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (317, -57)]
Frame №	529 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (317, -61)]
Frame №	530 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [85 x 169 from (317, -65)]
Frame №	531 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [85 x 169 from (317, -69)]
Frame №	532 ----------------------
Object's on frame in myPersons:	1
Frame №	533 ----------------------
Object's on frame in myPersons:	1
Frame №	534 ----------------------
Object's on frame in myPersons:	1
Frame №	535 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [80 x 161 from (117, -17)]
Frame №	536 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (116, -21)]
Frame №	537 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (115, -24)]
Frame №	538 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (114, -27)]
Frame №	539 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (113, -30)]
Frame №	540 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (112, -33)]
Frame №	541 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (111, -36)]
Frame №	542 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (110, -39)]
Frame №	543 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (109, -42)]
Frame №	544 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (108, -45)]
Frame №	545 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [69 x 137 from (124, -15)]
Frame №	546 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [71 x 141 from (123, -18)]
Frame №	547 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [71 x 141 from (123, -20)]
Frame №	548 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [71 x 141 from (123, -22)]
Frame №	549 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [71 x 141 from (123, -24)]
Frame №	550 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [71 x 141 from (123, -26)]
Frame №	551 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [71 x 141 from (123, -28)]
Frame №	552 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [71 x 141 from (123, -30)]
Frame №	553 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [71 x 141 from (123, -32)]
+Object's №: 1
 Coordinate: [82 x 164 from (554, 133)]
Frame №	554 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [71 x 141 from (123, -34)]
+Object's №: 1
 Coordinate: [78 x 155 from (555, 139)]
Frame №	555 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [71 x 141 from (123, -36)]
+Object's №: 1
 Coordinate: [78 x 155 from (553, 132)]
+Object's №: 2
 Coordinate: [98 x 196 from (560, 53)]
Frame №	556 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [71 x 141 from (123, -38)]
+Object's №: 1
 Coordinate: [74 x 147 from (553, 134)]
+Object's №: 2
 Coordinate: [110 x 221 from (550, 46)]
Frame №	557 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [71 x 141 from (123, -40)]
+Object's №: 1
 Coordinate: [74 x 147 from (551, 132)]
+Object's №: 2
 Coordinate: [108 x 216 from (547, 41)]
Frame №	558 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [71 x 141 from (123, -42)]
+Object's №: 1
 Coordinate: [74 x 147 from (549, 130)]
+Object's №: 2
 Coordinate: [107 x 215 from (547, 40)]
Frame №	559 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [74 x 147 from (547, 128)]
+Object's №: 1
 Coordinate: [105 x 210 from (549, 40)]
Frame №	560 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [74 x 147 from (545, 126)]
+Object's №: 1
 Coordinate: [106 x 213 from (549, 36)]
Frame №	561 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [74 x 147 from (543, 124)]
+Object's №: 1
 Coordinate: [110 x 221 from (546, 33)]
Frame №	562 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [74 x 147 from (541, 122)]
+Object's №: 1
 Coordinate: [111 x 222 from (543, 31)]
Frame №	563 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [74 x 147 from (539, 120)]
+Object's №: 1
 Coordinate: [104 x 208 from (547, 33)]
Frame №	564 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [74 x 147 from (537, 118)]
+Object's №: 1
 Coordinate: [110 x 220 from (542, 28)]
Frame №	565 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [74 x 147 from (535, 116)]
+Object's №: 1
 Coordinate: [108 x 216 from (542, 28)]
Frame №	566 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [74 x 147 from (533, 114)]
+Object's №: 1
 Coordinate: [111 x 221 from (541, 23)]
Frame №	567 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [74 x 147 from (531, 112)]
+Object's №: 1
 Coordinate: [109 x 219 from (541, 24)]
Frame №	568 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [74 x 147 from (529, 110)]
+Object's №: 1
 Coordinate: [111 x 221 from (541, 22)]
Frame №	569 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [111 x 221 from (540, 22)]
