Analyzed file:	D:\пешики\00022.MTS
 Coordinate: [100 x 200 from (481, 29)]
+Object's №: 1
 Coordinate: [100 x 201 from (110, 24)]
Frame №	326 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [100 x 200 from (479, 26)]
+Object's №: 1
 Coordinate: [101 x 201 from (107, 27)]
Frame №	327 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [100 x 200 from (477, 23)]
+Object's №: 1
 Coordinate: [101 x 202 from (106, 27)]
Frame №	328 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [100 x 200 from (475, 20)]
+Object's №: 1
 Coordinate: [100 x 199 from (105, 30)]
Frame №	329 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [100 x 200 from (473, 17)]
+Object's №: 1
 Coordinate: [101 x 203 from (108, 30)]
Frame №	330 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [100 x 200 from (471, 14)]
+Object's №: 1
 Coordinate: [103 x 206 from (106, 33)]
Frame №	331 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [100 x 200 from (107, 42)]
Frame №	332 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [101 x 202 from (106, 43)]
Frame №	333 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [101 x 202 from (104, 45)]
Frame №	334 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [113 x 226 from (94, 47)]
Frame №	335 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [113 x 226 from (92, 49)]
Frame №	336 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [111 x 223 from (88, 51)]
Frame №	337 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [108 x 216 from (94, 58)]
Frame №	338 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [112 x 224 from (84, 56)]
+Object's №: 1
 Coordinate: [85 x 169 from (196, 323)]
Frame №	339 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [112 x 224 from (84, 56)]
+Object's №: 1
 Coordinate: [85 x 169 from (196, 322)]
Frame №	340 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [109 x 219 from (86, 59)]
+Object's №: 1
 Coordinate: [94 x 187 from (189, 306)]
Frame №	341 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [94 x 187 from (98, 80)]
+Object's №: 1
 Coordinate: [78 x 156 from (198, 324)]
Frame №	342 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [94 x 187 from (93, 73)]
+Object's №: 1
 Coordinate: [92 x 185 from (189, 296)]
Frame №	343 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [95 x 190 from (88, 76)]
+Object's №: 1
 Coordinate: [80 x 160 from (196, 313)]
Frame №	344 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 197 from (86, 76)]
Frame №	345 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [104 x 209 from (82, 82)]
Frame №	346 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [109 x 219 from (77, 82)]
Frame №	347 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [109 x 219 from (75, 84)]
+Object's №: 1
 Coordinate: [92 x 183 from (190, 262)]
Frame №	348 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [109 x 219 from (73, 86)]
+Object's №: 1
 Coordinate: [91 x 182 from (191, 257)]
Frame №	349 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [104 x 209 from (73, 100)]
+Object's №: 1
 Coordinate: [97 x 194 from (187, 242)]
Frame №	350 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [104 x 209 from (71, 102)]
+Object's №: 1
 Coordinate: [88 x 175 from (192, 255)]
Frame №	351 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [95 x 190 from (70, 109)]
+Object's №: 1
 Coordinate: [89 x 177 from (192, 252)]
Frame №	352 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [97 x 194 from (72, 114)]
+Object's №: 1
 Coordinate: [86 x 171 from (194, 259)]
Frame №	353 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [97 x 194 from (70, 116)]
+Object's №: 1
 Coordinate: [90 x 179 from (191, 249)]
Frame №	354 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [97 x 194 from (68, 118)]
+Object's №: 1
 Coordinate: [88 x 176 from (193, 250)]
+Object's №: 2
 Coordinate: [80 x 159 from (125, 265)]
Frame №	355 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [97 x 194 from (66, 120)]
+Object's №: 1
 Coordinate: [88 x 175 from (192, 251)]
+Object's №: 2
 Coordinate: [82 x 164 from (122, 262)]
Frame №	356 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [81 x 161 from (76, 136)]
+Object's №: 1
 Coordinate: [92 x 183 from (190, 243)]
+Object's №: 2
 Coordinate: [84 x 168 from (125, 255)]
Frame №	357 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [87 x 174 from (69, 132)]
+Object's №: 1
 Coordinate: [90 x 181 from (191, 239)]
+Object's №: 2
 Coordinate: [86 x 171 from (126, 253)]
Frame №	358 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [84 x 167 from (70, 142)]
+Object's №: 1
 Coordinate: [91 x 181 from (192, 236)]
+Object's №: 2
 Coordinate: [86 x 172 from (129, 252)]
Frame №	359 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [72 x 145 from (72, 149)]
+Object's №: 1
 Coordinate: [91 x 182 from (190, 234)]
+Object's №: 2
 Coordinate: [88 x 175 from (129, 246)]
Frame №	360 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [72 x 145 from (70, 151)]
+Object's №: 1
 Coordinate: [91 x 182 from (190, 231)]
+Object's №: 2
 Coordinate: [85 x 170 from (132, 243)]
Frame №	361 ----------------------
Object's on frame in myPersons:	5
+Object's №: 0
 Coordinate: [72 x 145 from (68, 153)]
+Object's №: 1
 Coordinate: [88 x 176 from (191, 222)]
+Object's №: 2
 Coordinate: [86 x 171 from (132, 237)]
Frame №	362 ----------------------
Object's on frame in myPersons:	5
+Object's №: 0
 Coordinate: [72 x 145 from (66, 155)]
+Object's №: 1
 Coordinate: [82 x 164 from (194, 231)]
+Object's №: 2
 Coordinate: [82 x 163 from (136, 235)]
Frame №	363 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [72 x 145 from (64, 157)]
+Object's №: 1
 Coordinate: [82 x 164 from (194, 228)]
+Object's №: 2
 Coordinate: [90 x 180 from (135, 229)]
Frame №	364 ----------------------
Object's on frame in myPersons:	5
+Object's №: 0
 Coordinate: [72 x 145 from (62, 159)]
+Object's №: 1
 Coordinate: [82 x 164 from (194, 225)]
+Object's №: 2
 Coordinate: [90 x 180 from (135, 225)]
+Object's №: 3
 Coordinate: [79 x 158 from (502, 139)]
Frame №	365 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [72 x 145 from (60, 161)]
+Object's №: 1
 Coordinate: [82 x 164 from (194, 222)]
+Object's №: 2
 Coordinate: [86 x 172 from (136, 227)]
+Object's №: 3
 Coordinate: [90 x 181 from (503, 124)]
Frame №	366 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [72 x 145 from (58, 163)]
+Object's №: 1
 Coordinate: [109 x 219 from (177, 177)]
+Object's №: 2
 Coordinate: [83 x 166 from (136, 223)]
+Object's №: 3
 Coordinate: [94 x 187 from (505, 120)]
Frame №	367 ----------------------
Object's on frame in myPersons:	5
+Object's №: 0
 Coordinate: [72 x 145 from (56, 165)]
+Object's №: 1
 Coordinate: [115 x 230 from (177, 172)]
+Object's №: 2
 Coordinate: [86 x 171 from (133, 219)]
+Object's №: 3
 Coordinate: [99 x 199 from (502, 112)]
Frame №	368 ----------------------
Object's on frame in myPersons:	5
+Object's №: 0
 Coordinate: [72 x 145 from (54, 167)]
+Object's №: 1
 Coordinate: [115 x 230 from (176, 168)]
+Object's №: 2
 Coordinate: [86 x 171 from (133, 216)]
+Object's №: 3
 Coordinate: [97 x 194 from (502, 115)]
Frame №	369 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [72 x 145 from (52, 169)]
+Object's №: 1
 Coordinate: [115 x 230 from (175, 164)]
+Object's №: 2
 Coordinate: [86 x 171 from (133, 213)]
+Object's №: 3
 Coordinate: [97 x 194 from (503, 117)]
Frame №	370 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [72 x 145 from (50, 171)]
+Object's №: 1
 Coordinate: [115 x 230 from (174, 160)]
+Object's №: 2
 Coordinate: [86 x 171 from (133, 210)]
+Object's №: 3
 Coordinate: [97 x 194 from (504, 119)]
Frame №	371 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [72 x 145 from (48, 173)]
+Object's №: 1
 Coordinate: [115 x 230 from (173, 156)]
+Object's №: 2
 Coordinate: [86 x 171 from (133, 207)]
+Object's №: 3
 Coordinate: [97 x 194 from (505, 121)]
Frame №	372 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [121 x 241 from (181, 151)]
+Object's №: 1
 Coordinate: [86 x 171 from (133, 204)]
+Object's №: 2
 Coordinate: [97 x 194 from (506, 123)]
Frame №	373 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [121 x 241 from (180, 147)]
+Object's №: 1
 Coordinate: [86 x 171 from (133, 201)]
+Object's №: 2
 Coordinate: [97 x 194 from (507, 125)]
Frame №	374 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [121 x 241 from (179, 143)]
+Object's №: 1
 Coordinate: [86 x 171 from (133, 198)]
+Object's №: 2
 Coordinate: [97 x 194 from (508, 127)]
Frame №	375 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [121 x 241 from (178, 139)]
+Object's №: 1
 Coordinate: [86 x 171 from (133, 195)]
+Object's №: 2
 Coordinate: [97 x 194 from (509, 129)]
Frame №	376 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [121 x 241 from (177, 135)]
+Object's №: 1
 Coordinate: [86 x 171 from (133, 192)]
+Object's №: 2
 Coordinate: [97 x 194 from (510, 131)]
Frame №	377 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [121 x 241 from (176, 131)]
+Object's №: 1
 Coordinate: [86 x 171 from (133, 189)]
+Object's №: 2
 Coordinate: [97 x 194 from (511, 133)]
Frame №	378 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [121 x 241 from (175, 127)]
+Object's №: 1
 Coordinate: [86 x 171 from (133, 186)]
+Object's №: 2
 Coordinate: [97 x 194 from (512, 135)]
Frame №	379 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [121 x 241 from (174, 123)]
+Object's №: 1
 Coordinate: [71 x 142 from (149, 189)]
+Object's №: 2
 Coordinate: [97 x 194 from (513, 137)]
Frame №	380 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [121 x 241 from (173, 119)]
+Object's №: 1
 Coordinate: [71 x 142 from (149, 186)]
+Object's №: 2
 Coordinate: [97 x 194 from (514, 139)]
+Object's №: 3
 Coordinate: [100 x 201 from (537, 140)]
Frame №	381 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [121 x 241 from (172, 115)]
+Object's №: 1
 Coordinate: [71 x 142 from (149, 183)]
+Object's №: 2
 Coordinate: [104 x 209 from (538, 139)]
Frame №	382 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [121 x 241 from (171, 111)]
+Object's №: 1
 Coordinate: [71 x 142 from (149, 180)]
+Object's №: 2
 Coordinate: [104 x 209 from (538, 141)]
Frame №	383 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [121 x 241 from (170, 107)]
+Object's №: 1
 Coordinate: [71 x 142 from (149, 177)]
+Object's №: 2
 Coordinate: [104 x 209 from (538, 143)]
Frame №	384 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [121 x 241 from (169, 103)]
+Object's №: 1
 Coordinate: [71 x 142 from (149, 174)]
+Object's №: 2
 Coordinate: [104 x 209 from (538, 145)]
Frame №	385 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [71 x 142 from (149, 171)]
+Object's №: 1
 Coordinate: [104 x 209 from (538, 147)]
Frame №	386 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [71 x 142 from (149, 168)]
+Object's №: 1
 Coordinate: [104 x 209 from (538, 149)]
Frame №	387 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [71 x 142 from (149, 165)]
+Object's №: 1
 Coordinate: [104 x 209 from (538, 151)]
Frame №	388 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [71 x 142 from (149, 162)]
+Object's №: 1
 Coordinate: [104 x 209 from (538, 153)]
+Object's №: 2
 Coordinate: [106 x 213 from (-6, 245)]
Frame №	389 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [71 x 142 from (149, 159)]
+Object's №: 1
 Coordinate: [108 x 217 from (546, 164)]
+Object's №: 2
 Coordinate: [107 x 215 from (-7, 249)]
Frame №	390 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [71 x 142 from (149, 156)]
+Object's №: 1
 Coordinate: [102 x 205 from (549, 175)]
+Object's №: 2
 Coordinate: [105 x 210 from (-7, 255)]
Frame №	391 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [71 x 142 from (149, 153)]
+Object's №: 1
 Coordinate: [102 x 204 from (551, 177)]
+Object's №: 2
 Coordinate: [105 x 210 from (-8, 257)]
Frame №	392 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [100 x 200 from (551, 185)]
+Object's №: 1
 Coordinate: [102 x 204 from (-7, 262)]
Frame №	393 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [100 x 199 from (552, 189)]
+Object's №: 1
 Coordinate: [99 x 198 from (-9, 269)]
Frame №	394 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 197 from (556, 192)]
+Object's №: 1
 Coordinate: [98 x 196 from (-8, 273)]
Frame №	395 ----------------------
Object's
