Analyzed file:	D:\пешики\00022.MTS
Frame №	408 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [110 x 221 from (-31, 298)]
+Object's №: 1
 Coordinate: [104 x 209 from (546, 206)]
Frame №	409 ----------------------
Object's on frame in myPersons:	1
Frame №	410 ----------------------
Object's on frame in myPersons:	0
Frame №	411 ----------------------
Object's on frame in myPersons:	0
Frame №	412 ----------------------
Object's on frame in myPersons:	2
Frame №	413 ----------------------
Object's on frame in myPersons:	2
Frame №	414 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [106 x 213 from (66, 212)]
Frame №	415 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [111 x 222 from (64, 206)]
Frame №	416 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [121 x 241 from (60, 193)]
Frame №	417 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [115 x 229 from (63, 198)]
Frame №	418 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [116 x 233 from (63, 196)]
Frame №	419 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [121 x 242 from (63, 190)]
Frame №	420 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [128 x 256 from (62, 178)]
Frame №	421 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [123 x 245 from (64, 175)]
Frame №	422 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [126 x 253 from (62, 168)]
Frame №	423 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [134 x 267 from (59, 159)]
Frame №	424 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [126 x 252 from (62, 160)]
Frame №	425 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [130 x 259 from (60, 153)]
Frame №	426 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [126 x 252 from (62, 157)]
Frame №	427 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [119 x 238 from (68, 163)]
Frame №	428 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [121 x 243 from (67, 160)]
Frame №	429 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [121 x 243 from (67, 157)]
Frame №	430 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [117 x 234 from (65, 159)]
Frame №	431 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [117 x 234 from (65, 156)]
Frame №	432 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [117 x 234 from (65, 153)]
+Object's №: 1
 Coordinate: [100 x 199 from (226, 272)]
Frame №	433 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [122 x 245 from (66, 146)]
+Object's №: 1
 Coordinate: [113 x 226 from (221, 254)]
Frame №	434 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [119 x 238 from (66, 148)]
+Object's №: 1
 Coordinate: [115 x 230 from (218, 250)]
Frame №	435 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [119 x 238 from (66, 148)]
+Object's №: 1
 Coordinate: [121 x 241 from (218, 241)]
Frame №	436 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [119 x 238 from (66, 148)]
+Object's №: 1
 Coordinate: [117 x 234 from (218, 240)]
Frame №	437 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [124 x 249 from (67, 133)]
+Object's №: 1
 Coordinate: [122 x 244 from (219, 232)]
Frame №	438 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [122 x 243 from (67, 133)]
+Object's №: 1
 Coordinate: [87 x 174 from (245, 247)]
Frame №	439 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [122 x 243 from (67, 133)]
+Object's №: 1
 Coordinate: [93 x 185 from (243, 243)]
Frame №	440 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [127 x 254 from (62, 125)]
+Object's №: 1
 Coordinate: [93 x 185 from (243, 239)]
Frame №	441 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [122 x 244 from (67, 127)]
+Object's №: 1
 Coordinate: [121 x 241 from (224, 215)]
Frame №	442 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [122 x 244 from (67, 124)]
+Object's №: 1
 Coordinate: [106 x 212 from (235, 215)]
Frame №	443 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [125 x 250 from (65, 117)]
+Object's №: 1
 Coordinate: [107 x 214 from (240, 214)]
Frame №	444 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [125 x 250 from (65, 117)]
+Object's №: 1
 Coordinate: [99 x 197 from (251, 210)]
Frame №	445 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [112 x 224 from (74, 125)]
+Object's №: 1
 Coordinate: [110 x 219 from (245, 198)]
Frame №	446 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [112 x 224 from (74, 122)]
+Object's №: 1
 Coordinate: [108 x 217 from (245, 196)]
Frame №	447 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [111 x 223 from (78, 125)]
+Object's №: 1
 Coordinate: [112 x 224 from (244, 192)]
Frame №	448 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [106 x 212 from (81, 127)]
+Object's №: 1
 Coordinate: [110 x 220 from (247, 189)]
Frame №	449 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [101 x 202 from (84, 127)]
+Object's №: 1
 Coordinate: [118 x 237 from (244, 182)]
Frame №	450 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [99 x 198 from (86, 130)]
+Object's №: 1
 Coordinate: [117 x 234 from (247, 178)]
Frame №	451 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [104 x 208 from (83, 125)]
+Object's №: 1
 Coordinate: [112 x 225 from (250, 176)]
Frame №	452 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [112 x 223 from (78, 110)]
+Object's №: 1
 Coordinate: [121 x 242 from (248, 165)]
Frame №	453 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [110 x 220 from (80, 112)]
+Object's №: 1
 Coordinate: [103 x 206 from (256, 174)]
Frame №	454 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [108 x 217 from (81, 110)]
+Object's №: 1
 Coordinate: [95 x 190 from (261, 172)]
Frame №	455 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [97 x 194 from (88, 117)]
+Object's №: 1
 Coordinate: [96 x 192 from (263, 167)]
Frame №	456 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [95 x 191 from (90, 115)]
+Object's №: 1
 Coordinate: [100 x 199 from (260, 158)]
Frame №	457 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [97 x 195 from (90, 112)]
+Object's №: 1
 Coordinate: [104 x 209 from (258, 151)]
Frame №	458 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [94 x 188 from (91, 109)]
+Object's №: 1
 Coordinate: [106 x 213 from (258, 148)]
Frame №	459 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [93 x 185 from (91, 108)]
+Object's №: 1
 Coordinate: [114 x 227 from (255, 140)]
Frame №	460 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [91 x 181 from (93, 108)]
+Object's №: 1
 Coordinate: [116 x 232 from (256, 136)]
Frame №	461 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 184 from (93, 106)]
+Object's №: 1
 Coordinate: [118 x 236 from (257, 132)]
Frame №	462 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [95 x 190 from (92, 104)]
+Object's №: 1
 Coordinate: [114 x 227 from (262, 131)]
Frame №	463 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 197 from (92, 100)]
+Object's №: 1
 Coordinate: [77 x 154 from (282, 148)]
Frame №	464 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [94 x 187 from (94, 101)]
+Object's №: 1
 Coordinate: [117 x 235 from (257, 120)]
Frame №	465 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [93 x 187 from (95, 101)]
+Object's №: 1
 Coordinate: [101 x 202 from (272, 124)]
Frame №	466 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [94 x 187 from (96, 101)]
+Object's №: 1
 Coordinate: [106 x 213 from (270, 116)]
Frame №	467 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [94 x 187 from (96, 98)]
+Object's №: 1
 Coordinate: [94 x 188 from (277, 120)]
Frame №	468 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [96 x 192 from (92, 92)]
+Object's №: 1
 Coordinate: [92 x 184 from (280, 119)]
Frame №	469 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 197 from (93, 91)]
+Object's №: 1
 Coordinate: [94 x 188 from (279, 113)]
Frame №	470 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [97 x 195 from (92, 87)]
+Object's №: 1
 Coordinate: [95 x 190 from (279, 111)]
Frame №	471 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 184 from (97, 88)]
+Object's №: 1
 Coordinate: [99 x 198 from (278, 105)]
Frame №	472 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [89 x 178 from (98, 90)]
+Object's №: 1
 Coordinate: [97 x 194 from (280, 104)]
Frame №	473 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [89 x 178 from (98, 87)]
+Object's №: 1
 Coordinate: [104 x 209 from (276, 95)]
Frame №	474 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 184 from (97, 80)]
+Object's №: 1
 Coordinate: [105 x 210 from (276, 91)]
Frame №	475 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [86 x 172 from (100, 84)]
+Object's №: 1
 Coordinate: [114 x 227 from (274, 84)]
Frame №	476 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [82 x 164 from (103, 87)]
+Object's №: 1
 Coordinate: [93 x 186 from (284, 91)]
Frame №	477 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [79 x 158 from (107, 89)]
+Object's №: 1
 Coordinate: [91 x 182 from (286, 88)]
Frame №	478 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [88 x 176 from (100, 75)]
+Object's №: 1
 Coordinate: [91 x 181 from (287, 84)]
Frame №	479 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [88 x 177 from (101, 75)]
+Object's №: 1
 Coordinate: [87 x 175 from (290, 82)]
Frame №	480 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [94 x 187 from (98, 68)]
+Object's №: 1
 Coordinate: [92 x 184 from (288, 75)]
Frame №	481 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [95 x 190 from (97, 66)]
+Object's №: 1
 Coordinate: [89 x 178 from (289, 76)]
Frame №	482 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [97 x 194 from (96, 62)]
+Object's №: 1
 Coordinate: [88 x 175 from (290, 73)]
Frame №	483 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [97 x 195 from (97, 65)]
+Object's №: 1
 Coordinate: [105 x 210 from (281, 58)]
Frame №	484 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 185 from (102, 65)]
+Object's №: 1
 Coordinate: [107 x 215 from (283, 56)]
Frame №	485 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 184 from (102, 65)]
+Object's №: 1
 Coordinate: [108 x 216 from (285, 54)]
Frame №	486 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 184 from (102, 62)]
+Object's №: 1
 Coordinate: [112 x 224 from (282, 49)]
Frame №	487 ----------------------
O
